unit_no,RUL_pred05,RUL_pred5,RUL_pred95,RUL_true
55.0,95.657486,103.331604,208.1739,176.0
55.0,74.893074,122.94413,211.68727,175.0
55.0,77.54214,120.64236,235.87259,174.0
55.0,95.65166,130.52577,228.29616,173.0
55.0,85.74855,114.138245,254.76079,172.0
55.0,82.7235,131.60217,237.1944,171.0
55.0,97.41908,140.83246,208.83066,170.0
55.0,91.51843,121.5559,195.23283,169.0
55.0,89.73061,154.81596,230.83125,168.0
55.0,87.04788,128.44855,224.75119,167.0
55.0,73.94971,138.8457,236.56686,166.0
55.0,87.73604,131.38924,265.73907,165.0
55.0,70.01073,112.67235,213.62143,164.0
55.0,81.91534,126.145874,225.55794,163.0
55.0,87.22883,120.6164,206.69229,162.0
55.0,80.34708,120.147446,216.09154,161.0
55.0,90.438515,121.38411,236.88773,160.0
55.0,99.385895,122.83789,199.44376,159.0
55.0,75.27743,114.62571,246.42181,158.0
55.0,80.65075,125.959496,218.91896,157.0
55.0,74.420616,125.87647,200.231,156.0
55.0,82.29642,122.62849,224.97829,155.0
55.0,78.25966,115.34016,212.34288,154.0
55.0,89.00989,127.5935,196.08475,153.0
55.0,85.12962,125.971436,249.83998,152.0
55.0,86.78273,118.383316,214.93848,151.0
55.0,87.414955,128.915,255.24258,150.0
55.0,89.96674,121.504105,221.6149,149.0
55.0,83.17915,137.37575,192.17043,148.0
55.0,76.400894,121.388,227.26251,147.0
55.0,73.2591,121.004524,209.73927,146.0
55.0,76.92599,124.312904,223.73819,145.0
55.0,88.46097,117.20032,228.2341,144.0
55.0,76.295105,110.33781,238.68637,143.0
55.0,87.61198,117.08679,257.29446,142.0
55.0,88.29331,117.68393,266.40103,141.0
55.0,91.96083,125.85356,207.86101,140.0
55.0,79.334984,120.66034,241.64705,139.0
55.0,79.74226,130.02892,249.06183,138.0
55.0,86.82227,120.48461,242.49603,137.0
56.0,61.5874,128.33562,160.12059,120.0
56.0,78.9033,135.74461,150.38788,119.0
56.0,73.091,136.79617,186.46866,118.0
56.0,65.78335,126.799286,167.81062,117.0
56.0,72.7823,109.35757,140.64024,116.0
56.0,69.659935,111.11075,126.95026,115.0
56.0,70.6109,118.448326,176.12677,114.0
56.0,66.39462,111.74895,164.49799,113.0
56.0,63.92963,124.181206,169.05566,112.0
56.0,65.731834,102.996765,156.6875,111.0
56.0,64.64925,101.29966,149.98662,110.0
56.0,59.481045,104.36494,145.37239,109.0
56.0,70.78679,113.582115,157.0379,108.0
56.0,60.072235,121.790825,143.4946,107.0
56.0,56.705807,99.55068,123.53962,106.0
56.0,62.464188,106.44828,129.66402,105.0
56.0,69.274666,115.38557,157.1277,104.0
56.0,63.120564,132.81862,191.79764,103.0
56.0,67.921196,117.29126,184.14052,102.0
56.0,61.071457,95.029305,136.36215,101.0
56.0,52.039085,83.71742,99.23797,100.0
56.0,59.603676,89.108894,170.2568,99.0
56.0,56.34749,97.92213,141.03113,98.0
56.0,69.77795,116.647285,137.29054,97.0
56.0,66.22412,100.45857,203.25085,96.0
56.0,62.30148,99.19015,125.56301,95.0
56.0,54.766716,96.90927,168.49945,94.0
56.0,48.58563,82.459206,100.30857,93.0
56.0,48.58644,99.2018,142.38872,92.0
56.0,57.30536,121.93195,130.11858,91.0
56.0,57.24042,117.59213,145.71944,90.0
56.0,73.01952,111.93356,125.56539,89.0
56.0,58.486816,124.60513,133.12045,88.0
56.0,60.649628,87.030136,139.59056,87.0
56.0,58.54167,94.69306,102.69538,86.0
56.0,58.429134,99.65975,118.75669,85.0
56.0,48.030815,76.04471,126.33586,84.0
56.0,53.26715,94.95127,91.59368,83.0
56.0,54.712753,75.15219,104.299446,82.0
56.0,47.587326,80.381134,102.36304,81.0
56.0,56.60981,96.44825,114.49897,80.0
56.0,48.928684,79.04129,95.753845,79.0
56.0,45.47314,79.357765,107.95259,78.0
56.0,54.178467,98.94779,101.69683,77.0
56.0,42.92197,75.3957,88.29458,76.0
56.0,48.699398,61.797226,82.55459,75.0
56.0,47.541416,94.762276,104.42942,74.0
56.0,59.115913,102.69583,120.77557,73.0
56.0,53.985622,93.17823,134.81123,72.0
56.0,52.53171,87.84846,70.06089,71.0
56.0,42.7358,65.50432,93.08905,70.0
56.0,52.177765,90.03222,65.47522,69.0
56.0,50.362522,84.31554,131.09727,68.0
56.0,44.82887,64.724434,78.963806,67.0
56.0,47.514565,75.373825,135.973,66.0
56.0,51.7136,66.19828,88.06088,65.0
56.0,43.576073,67.97364,97.51164,64.0
56.0,61.189144,67.87114,72.36347,63.0
56.0,43.07104,76.897026,121.77895,62.0
56.0,36.89209,61.812263,63.21384,61.0
56.0,31.207493,57.50255,84.66988,60.0
56.0,41.506596,83.24112,59.497757,59.0
56.0,44.802677,76.10995,86.40921,58.0
56.0,52.69198,72.24273,76.30025,57.0
56.0,42.80781,80.9299,85.10938,56.0
56.0,37.526882,57.992535,65.33536,55.0
56.0,42.187134,64.33664,81.57097,54.0
56.0,33.354965,51.661545,86.64669,53.0
56.0,36.588634,55.774418,89.30974,52.0
56.0,35.207855,59.58016,66.59322,51.0
56.0,36.668102,48.252003,68.81343,50.0
56.0,42.59953,55.876427,69.546295,49.0
56.0,39.985832,70.75403,67.98395,48.0
56.0,46.843502,66.523254,105.31589,47.0
56.0,32.917206,68.348625,127.41146,46.0
56.0,38.468754,71.228096,119.40624,45.0
56.0,37.702972,63.46584,61.946503,44.0
56.0,35.40661,66.57066,81.43613,43.0
56.0,31.209608,68.78183,76.825615,42.0
56.0,27.959402,54.796112,63.43376,41.0
56.0,27.438435,51.44543,68.22909,40.0
56.0,27.38236,44.021236,79.02925,39.0
56.0,28.790224,53.524616,70.563675,38.0
56.0,23.378878,45.308113,40.161293,37.0
56.0,20.43161,28.270624,58.743427,36.0
56.0,17.364254,36.171444,40.189247,35.0
56.0,28.181889,38.75561,43.05008,34.0
56.0,18.682465,35.748024,40.0159,33.0
56.0,18.953098,30.007154,48.547718,32.0
56.0,19.968227,31.73639,34.99494,31.0
56.0,18.284487,26.487312,39.093456,30.0
56.0,28.001497,29.765926,42.355816,29.0
56.0,16.39331,28.541601,40.900135,28.0
56.0,21.733347,22.13642,35.69613,27.0
56.0,22.8485,25.785114,37.78435,26.0
56.0,24.138514,29.382162,24.437881,25.0
56.0,10.011232,27.916039,40.032433,24.0
56.0,17.456545,29.231354,35.300037,23.0
56.0,9.824149,28.161192,31.52543,22.0
56.0,12.247764,26.917728,32.624645,21.0
56.0,22.756361,23.309654,10.345935,20.0
56.0,13.648311,28.185186,34.11713,19.0
56.0,7.507279,22.75357,23.883785,18.0
56.0,11.7185135,17.236912,17.609081,17.0
56.0,11.909166,18.610456,23.111643,16.0
56.0,9.919746,17.935446,16.790216,15.0
57.0,90.28518,150.71265,197.88039,232.0
57.0,85.40689,145.5537,179.95058,231.0
57.0,101.931274,147.21402,188.58923,230.0
57.0,85.62952,129.55708,192.62273,229.0
57.0,81.22568,129.82301,179.62688,228.0
57.0,90.510414,135.81755,185.22406,227.0
57.0,81.32753,134.54163,164.88652,226.0
57.0,85.46139,140.37166,193.2494,225.0
57.0,85.76934,149.59563,198.12497,224.0
57.0,87.527695,130.8625,242.79736,223.0
57.0,79.16523,120.04487,186.79262,222.0
57.0,76.93115,132.79633,218.078,221.0
57.0,86.215805,134.76393,176.59753,220.0
57.0,79.95095,129.1306,207.60933,219.0
57.0,97.63274,132.72618,182.89792,218.0
57.0,87.944664,117.451035,201.31258,217.0
57.0,81.90648,114.72796,178.6239,216.0
57.0,80.93414,136.06761,176.24628,215.0
57.0,77.10399,120.73021,203.11198,214.0
57.0,51.149406,119.38918,172.8003,213.0
57.0,84.65175,135.63463,173.63963,212.0
57.0,82.395035,123.4893,184.56505,211.0
57.0,73.86357,133.32314,183.98189,210.0
57.0,92.29945,144.75551,192.57516,209.0
57.0,81.499725,151.11688,175.54498,208.0
57.0,81.82007,126.13232,210.48172,207.0
57.0,83.173645,134.57373,192.57697,206.0
57.0,82.64337,118.02521,198.20543,205.0
57.0,82.31795,124.02344,194.94157,204.0
57.0,89.10103,124.86522,180.49413,203.0
57.0,85.70211,145.12181,236.12497,202.0
57.0,89.75203,137.88486,201.7405,201.0
57.0,92.925095,153.9141,207.0499,200.0
57.0,80.62181,134.7725,188.75005,199.0
57.0,63.763958,135.01851,181.67918,198.0
57.0,80.92965,136.16612,201.93112,197.0
57.0,72.983864,117.06741,202.1308,196.0
57.0,79.73778,127.17861,186.64932,195.0
57.0,75.8224,151.49077,182.4611,194.0
57.0,82.6174,124.35858,172.11818,193.0
57.0,83.467224,125.3391,187.95749,192.0
57.0,78.39021,143.1395,166.29607,191.0
57.0,93.89325,150.0812,216.00592,190.0
57.0,78.302734,133.15929,203.57356,189.0
57.0,87.421745,153.34288,185.3745,188.0
57.0,80.14454,131.14487,183.46906,187.0
57.0,75.09771,131.65018,194.64626,186.0
57.0,83.829636,144.33144,197.74028,185.0
57.0,85.331184,136.90726,184.81906,184.0
57.0,82.48714,127.862366,219.88774,183.0
57.0,79.682144,126.84206,187.74704,182.0
57.0,78.03081,133.84756,197.71204,181.0
57.0,84.26487,143.98637,193.0994,180.0
57.0,72.42232,132.24756,224.69495,179.0
57.0,84.28208,132.88885,178.4078,178.0
57.0,81.580315,142.6756,217.11668,177.0
57.0,73.84885,140.0257,176.13477,176.0
57.0,68.17802,116.400276,198.61664,175.0
57.0,64.53803,128.79865,195.2239,174.0
57.0,94.72192,132.92163,198.21317,173.0
57.0,75.822495,128.48813,170.1099,172.0
57.0,68.46978,117.466965,172.98955,171.0
57.0,76.77885,135.90195,195.67142,170.0
57.0,70.20216,130.1343,165.17813,169.0
57.0,68.30677,143.94588,218.06305,168.0
57.0,84.85123,136.6669,187.21999,167.0
57.0,77.55024,118.679855,172.37273,166.0
57.0,70.32586,113.290924,159.31909,165.0
57.0,67.978485,107.98467,149.58159,164.0
57.0,80.1282,118.16633,174.34987,163.0
57.0,73.98207,122.42665,186.68973,162.0
57.0,72.56946,116.31824,217.01808,161.0
57.0,78.22827,131.99197,257.39627,160.0
57.0,69.39061,130.25525,202.9333,159.0
57.0,71.63483,115.271416,195.38248,158.0
57.0,80.89503,121.48413,175.98404,157.0
57.0,72.05948,94.17052,131.37025,156.0
57.0,64.929474,110.75799,195.09181,155.0
57.0,69.12547,118.53046,173.49387,154.0
57.0,64.33028,103.71412,178.18962,153.0
57.0,59.346313,101.55491,196.48494,152.0
57.0,74.535164,128.00113,179.0622,151.0
57.0,77.88793,120.860435,194.89822,150.0
57.0,81.61369,115.78407,201.05579,149.0
57.0,75.92829,119.29439,150.04788,148.0
57.0,74.73722,134.75758,162.30057,147.0
57.0,72.472,123.34745,157.32391,146.0
57.0,62.427837,126.200645,164.82838,145.0
57.0,71.162056,114.71476,173.82881,144.0
57.0,75.99496,128.22516,181.37355,143.0
57.0,79.84063,133.54576,151.48059,142.0
57.0,76.02867,133.11435,159.52347,141.0
57.0,80.034996,137.35388,192.07109,140.0
57.0,70.65981,125.64158,171.59097,139.0
57.0,73.8968,124.85223,174.44598,138.0
57.0,72.58179,122.037926,162.96507,137.0
57.0,62.358955,85.550125,160.27197,136.0
57.0,72.56497,117.29015,168.2093,135.0
57.0,57.689045,106.77693,156.73703,134.0
57.0,59.584328,108.79615,163.58891,133.0
57.0,68.00947,120.92118,180.75229,132.0
57.0,73.724434,113.73656,169.88734,131.0
57.0,69.26169,114.432365,190.14326,130.0
57.0,74.62971,105.408554,150.78426,129.0
57.0,56.643154,100.14948,167.28438,128.0
57.0,67.13955,121.10437,187.80972,127.0
57.0,63.27062,111.89276,176.43782,126.0
57.0,74.6007,121.469345,174.4039,125.0
57.0,68.114716,124.14832,183.06403,124.0
57.0,98.13676,120.83195,161.15894,123.0
57.0,62.373222,113.29101,146.44022,122.0
57.0,65.16764,117.35879,149.41519,121.0
57.0,60.73555,111.46569,154.19432,120.0
57.0,72.370445,118.9014,131.81725,119.0
57.0,61.22499,113.338455,140.40327,118.0
57.0,71.16524,96.241356,159.09277,117.0
57.0,54.0182,116.11152,123.39979,116.0
57.0,63.09543,111.68076,132.83298,115.0
57.0,70.512115,102.946976,149.39973,114.0
57.0,60.904427,110.44754,117.361435,113.0
57.0,63.691795,98.178825,145.5989,112.0
57.0,81.58705,113.74219,147.53221,111.0
57.0,59.387173,111.658394,151.267,110.0
57.0,61.305405,112.746254,152.16522,109.0
57.0,67.760376,113.16114,162.09668,108.0
57.0,62.182697,110.339096,114.28653,107.0
57.0,73.14413,109.48186,154.62637,106.0
57.0,63.839436,106.34563,136.65475,105.0
57.0,54.42892,108.55807,159.94002,104.0
57.0,60.184345,104.760765,111.606186,103.0
58.0,114.61848,155.30809,219.60796,182.0
58.0,124.49439,151.72058,171.79224,181.0
58.0,107.723915,163.59929,223.42442,180.0
58.0,105.94748,156.7753,217.94208,179.0
58.0,108.05565,148.0122,168.68384,178.0
58.0,106.34949,147.3636,217.43044,177.0
58.0,91.42299,150.49295,183.30702,176.0
58.0,123.653984,147.16943,254.54036,175.0
58.0,99.2723,148.17664,244.57758,174.0
58.0,96.07371,149.38704,253.13077,173.0
58.0,115.79046,146.24486,225.79016,172.0
58.0,106.49575,148.85408,219.41548,171.0
58.0,103.334496,162.4342,235.44814,170.0
58.0,110.05395,156.51506,209.66086,169.0
58.0,109.534546,166.31529,216.52571,168.0
58.0,103.17947,153.67885,215.37367,167.0
58.0,98.999435,163.89844,226.43408,166.0
58.0,92.87978,149.03807,261.78806,165.0
58.0,90.83808,142.55136,208.97151,164.0
58.0,97.224266,156.99303,196.63231,163.0
58.0,87.792366,137.74916,189.4843,162.0
58.0,95.97604,159.84,252.59625,161.0
58.0,107.798454,143.32579,217.72751,160.0
58.0,81.88973,135.6827,190.83698,159.0
58.0,103.122406,147.01343,204.22609,158.0
58.0,106.47156,157.69687,222.65935,157.0
58.0,83.44207,137.33784,210.94922,156.0
58.0,97.405235,136.05536,233.28801,155.0
58.0,105.79609,155.67906,215.05742,154.0
58.0,98.684586,131.66255,194.67067,153.0
58.0,94.52995,151.35643,199.7373,152.0
58.0,94.10116,132.10112,191.3022,151.0
58.0,86.40407,144.44882,187.9648,150.0
58.0,99.11256,145.58936,261.8747,149.0
58.0,96.721016,152.62804,235.62201,148.0
58.0,105.39936,143.79694,254.67296,147.0
58.0,93.10547,135.0564,219.48207,146.0
58.0,102.604675,163.18587,211.29507,145.0
58.0,95.74161,132.40247,213.81293,144.0
58.0,94.50968,143.80183,252.67108,143.0
58.0,101.81171,147.52682,229.46713,142.0
58.0,88.90878,128.09772,217.6295,141.0
58.0,75.238434,132.22607,251.38477,140.0
58.0,102.29656,123.064735,204.11395,139.0
58.0,95.19315,136.35074,247.49988,138.0
58.0,93.47121,130.22737,197.0605,137.0
58.0,97.58133,152.79509,224.99579,136.0
58.0,93.3844,130.53987,209.15845,135.0
58.0,98.0569,144.45119,222.21309,134.0
58.0,113.0299,137.1878,240.39201,133.0
58.0,106.623085,144.82878,190.04814,132.0
58.0,104.52796,134.8226,225.42177,131.0
58.0,114.68925,149.95866,210.93307,130.0
58.0,100.40115,151.364,226.47972,129.0
58.0,108.0535,141.25104,186.97165,128.0
58.0,82.60055,139.42337,235.7785,127.0
58.0,83.84759,131.77966,205.20114,126.0
58.0,82.68487,137.48361,233.27753,125.0
58.0,85.91212,143.55786,234.57147,124.0
58.0,90.8058,132.96255,192.62106,123.0
58.0,86.510376,131.6369,234.66977,122.0
58.0,85.906906,120.55441,231.11609,121.0
58.0,80.811356,143.85014,196.32639,120.0
58.0,89.39862,127.74445,231.05478,119.0
58.0,86.00109,130.88268,224.2278,118.0
58.0,84.33823,146.60297,218.64427,117.0
58.0,92.393906,150.32358,191.03519,116.0
58.0,78.07709,138.14354,262.09128,115.0
58.0,88.742325,132.87451,213.85492,114.0
58.0,78.39336,132.86975,229.15001,113.0
58.0,83.72926,142.83752,220.3715,112.0
58.0,79.53603,137.22028,229.23119,111.0
58.0,80.01529,133.51868,191.96815,110.0
58.0,80.52887,112.176445,185.36507,109.0
58.0,79.30344,121.399605,226.17587,108.0
58.0,76.88819,130.92657,209.624,107.0
58.0,76.23471,134.40079,206.88126,106.0
58.0,76.13056,118.37648,215.57558,105.0
58.0,93.91097,107.09402,178.13147,104.0
58.0,70.3078,94.37446,199.83032,103.0
58.0,72.99975,102.5269,194.6889,102.0
58.0,84.258064,112.77161,190.46162,101.0
58.0,72.99535,118.895424,210.23396,100.0
58.0,85.63483,120.03376,203.96059,99.0
58.0,84.35408,125.753235,189.8648,98.0
58.0,83.35009,129.8154,209.53351,97.0
58.0,82.786026,108.784424,195.32056,96.0
58.0,78.517166,125.06816,221.70636,95.0
58.0,71.84079,114.03174,168.67181,94.0
58.0,68.35156,110.515045,170.41536,93.0
58.0,71.509476,117.40041,197.63506,92.0
58.0,72.40004,112.43566,181.80563,91.0
58.0,73.8111,109.14706,193.29437,90.0
58.0,84.31404,125.43719,196.52354,89.0
58.0,60.96564,109.5978,211.05534,88.0
58.0,74.16543,125.55582,207.45332,87.0
58.0,90.6306,132.80339,176.17896,86.0
58.0,70.81794,122.8649,189.93117,85.0
58.0,77.66472,116.23344,184.30212,84.0
58.0,62.15976,125.17509,204.30907,83.0
58.0,67.653786,103.71172,173.09866,82.0
58.0,77.02046,124.291595,165.478,81.0
58.0,68.33534,100.470764,165.73723,80.0
58.0,64.90185,109.20151,190.66344,79.0
58.0,63.973576,119.135925,165.65033,78.0
58.0,65.40042,113.194695,166.51254,77.0
58.0,73.1476,120.21147,170.24896,76.0
58.0,65.590324,109.034805,175.6355,75.0
58.0,55.578983,100.04602,174.88313,74.0
58.0,83.03614,108.16672,154.82547,73.0
58.0,70.99566,108.174286,182.34148,72.0
58.0,64.95023,101.265656,173.44379,71.0
58.0,59.39544,106.99493,156.01501,70.0
58.0,72.94886,99.908005,176.88766,69.0
58.0,63.016167,101.277504,186.34479,68.0
58.0,69.84078,100.491936,167.13683,67.0
58.0,66.53462,100.95102,177.11871,66.0
58.0,72.66806,111.6605,168.0208,65.0
58.0,52.197933,83.12586,154.35777,64.0
58.0,58.917603,84.19219,128.0674,63.0
58.0,36.276672,91.16648,169.77602,62.0
58.0,55.52745,89.80191,122.85399,61.0
58.0,53.427986,76.430824,138.72098,60.0
58.0,57.544827,104.59705,125.68679,59.0
58.0,51.801746,82.840096,153.19742,58.0
58.0,57.393238,88.666405,110.82375,57.0
58.0,60.72243,91.67617,132.82011,56.0
58.0,45.8599,70.64802,139.60889,55.0
58.0,52.668797,80.92758,122.57826,54.0
58.0,57.748947,86.09591,142.25285,53.0
58.0,54.1609,74.3822,101.137505,52.0
58.0,48.351807,78.6652,83.509026,51.0
58.0,63.160076,64.46465,83.92355,50.0
58.0,44.590668,80.173195,103.008286,49.0
58.0,48.68389,73.04195,91.05644,48.0
58.0,56.97283,98.834366,140.89223,47.0
58.0,57.263313,87.02885,93.55643,46.0
58.0,48.199306,65.34836,121.96292,45.0
58.0,41.629475,56.587006,107.07566,44.0
58.0,47.644608,59.774834,94.98678,43.0
58.0,45.25217,53.87563,97.22045,42.0
58.0,45.577793,49.563095,86.01499,41.0
58.0,42.38125,44.631367,88.27453,40.0
58.0,29.647491,49.169247,107.3561,39.0
58.0,46.714725,54.18103,65.73796,38.0
58.0,38.935963,44.56597,67.69469,37.0
59.0,107.588776,160.31317,209.11847,177.0
59.0,104.06895,159.55067,218.76172,176.0
59.0,108.488335,153.3484,198.73961,175.0
59.0,102.73808,158.83275,178.44313,174.0
59.0,113.19776,174.57748,249.42493,173.0
59.0,109.9057,159.37503,200.96806,172.0
59.0,119.39338,171.16263,244.88528,171.0
59.0,108.53798,175.69693,211.90715,170.0
59.0,111.974014,166.7335,190.46779,169.0
59.0,110.21789,171.00948,222.50244,168.0
59.0,120.750046,172.78688,184.33627,167.0
59.0,109.32873,163.85461,232.82397,166.0
59.0,112.85305,169.31778,219.75302,165.0
59.0,109.74053,158.14307,188.62813,164.0
59.0,104.51487,155.63507,185.50224,163.0
59.0,128.00021,152.83453,230.44864,162.0
59.0,111.885925,168.03293,241.3877,161.0
59.0,114.662994,178.9536,211.95618,160.0
59.0,119.829254,159.81474,201.20357,159.0
59.0,112.259796,162.38641,229.8709,158.0
59.0,111.85901,156.54207,197.49982,157.0
59.0,109.565605,155.6035,212.45103,156.0
59.0,103.26346,170.29291,228.69612,155.0
59.0,114.29694,154.49738,297.3549,154.0
59.0,108.93233,171.53062,210.3467,153.0
59.0,115.275246,162.60721,251.45213,152.0
59.0,111.23248,153.6492,243.32957,151.0
59.0,128.11751,170.20337,235.71414,150.0
59.0,116.46517,162.5598,205.53838,149.0
59.0,109.026184,178.3508,231.0864,148.0
59.0,111.76152,135.92543,209.91042,147.0
59.0,107.88005,136.15373,216.95859,146.0
59.0,109.965614,128.15231,226.88853,145.0
59.0,98.90562,136.25102,204.27658,144.0
59.0,97.18352,143.14006,242.2428,143.0
59.0,113.71011,151.31494,213.91264,142.0
59.0,96.68724,157.18129,224.76,141.0
59.0,110.39206,147.17116,223.14362,140.0
59.0,125.85777,155.44604,231.29648,139.0
59.0,113.08707,152.71332,195.52281,138.0
59.0,106.46406,170.07173,247.48537,137.0
59.0,101.995705,150.90173,205.5915,136.0
59.0,118.28393,160.01456,211.91754,135.0
59.0,110.12494,157.28886,206.02994,134.0
59.0,94.73473,147.38751,208.1065,133.0
59.0,99.38334,158.69537,199.78044,132.0
59.0,112.07265,151.16537,205.96014,131.0
59.0,106.66191,161.00148,229.60365,130.0
59.0,107.23528,151.83295,196.40935,129.0
59.0,112.59506,148.2862,212.74342,128.0
59.0,91.68827,134.48575,202.43881,127.0
59.0,98.71211,130.82745,215.08968,126.0
59.0,95.92581,131.61664,209.21834,125.0
59.0,95.452415,131.26749,215.06795,124.0
59.0,92.53236,138.81058,213.73477,123.0
59.0,93.62831,136.36845,213.96332,122.0
59.0,87.62593,131.44785,248.49986,121.0
59.0,100.41791,145.33514,216.98338,120.0
59.0,88.796036,125.90018,242.65407,119.0
59.0,83.602066,124.23763,205.17079,118.0
59.0,89.62382,128.80449,245.82388,117.0
59.0,92.647,125.40715,225.5621,116.0
59.0,84.607376,118.20604,216.83401,115.0
59.0,82.683815,112.49017,211.096,114.0
60.0,70.28655,127.29142,199.76512,216.0
60.0,80.59312,121.68908,191.94891,215.0
60.0,75.89823,119.10877,201.57634,214.0
60.0,82.88787,120.51725,197.79872,213.0
60.0,72.63251,138.74643,185.07578,212.0
60.0,84.503,125.569176,246.64513,211.0
60.0,81.14393,134.83157,236.60126,210.0
60.0,88.25337,142.7376,219.91177,209.0
60.0,91.35533,128.64224,197.35233,208.0
60.0,88.740234,147.86961,209.28717,207.0
60.0,77.18159,128.36372,200.51501,206.0
60.0,75.949295,121.74217,169.44765,205.0
60.0,66.21681,128.97784,208.74289,204.0
60.0,84.17803,114.97308,212.99757,203.0
60.0,71.793106,112.95989,163.4689,202.0
60.0,72.16404,119.75476,235.64452,201.0
60.0,87.4492,126.0666,230.96635,200.0
60.0,85.41758,131.26181,203.87004,199.0
60.0,82.52381,124.80863,168.03468,198.0
60.0,82.244644,132.35371,215.6254,197.0
60.0,98.82871,118.315506,206.75111,196.0
60.0,89.593925,130.03615,199.40433,195.0
60.0,70.28586,130.49878,184.37645,194.0
60.0,73.31597,124.68911,204.36226,193.0
60.0,62.182816,115.8968,208.60208,192.0
60.0,71.07952,111.562454,183.79614,191.0
60.0,84.334465,107.00743,197.76364,190.0
60.0,85.441444,144.10992,234.01501,189.0
60.0,84.15974,137.53749,239.19582,188.0
60.0,78.31304,124.91193,225.81206,187.0
60.0,69.45851,114.10667,214.646,186.0
60.0,73.32962,114.10409,232.87834,185.0
60.0,84.85343,127.820366,213.83023,184.0
60.0,73.34133,117.38437,235.07555,183.0
60.0,77.968636,131.01355,222.80673,182.0
60.0,84.70099,121.42203,189.31721,181.0
60.0,74.82143,124.872505,230.70436,180.0
60.0,73.73427,127.24312,197.89574,179.0
60.0,82.13649,132.50035,197.08421,178.0
60.0,76.609215,121.08711,211.28041,177.0
60.0,77.05484,118.853035,209.71277,176.0
60.0,78.650696,136.9524,231.88585,175.0
60.0,106.00184,132.83763,228.00453,174.0
60.0,78.55414,125.301605,201.45438,173.0
60.0,68.54758,122.116135,181.11496,172.0
60.0,72.202194,112.49296,242.51512,171.0
60.0,73.16959,125.15835,176.512,170.0
60.0,80.17008,120.617,202.31218,169.0
60.0,79.46962,141.59462,191.46135,168.0
60.0,82.91671,138.82422,245.23491,167.0
60.0,76.08778,149.82498,208.06178,166.0
60.0,84.20427,146.04924,228.34088,165.0
60.0,90.76084,111.34458,206.47372,164.0
60.0,81.09663,127.19076,224.40009,163.0
60.0,89.13592,124.65648,206.37323,162.0
60.0,82.90143,124.87653,228.5754,161.0
60.0,81.80468,131.54857,218.66183,160.0
60.0,81.03055,121.859795,249.56969,159.0
60.0,72.48343,116.016205,160.65486,158.0
60.0,57.79321,105.773834,221.42062,157.0
60.0,57.57745,113.65034,187.0282,156.0
60.0,73.32583,121.11282,212.47537,155.0
60.0,68.561226,103.24971,135.9292,154.0
60.0,72.823,125.61373,202.7774,153.0
60.0,67.10399,122.02124,166.04385,152.0
60.0,72.67461,122.01236,171.14374,151.0
60.0,59.775925,123.612144,185.6663,150.0
60.0,58.289932,106.25069,186.18077,149.0
60.0,65.907585,125.56244,203.7728,148.0
60.0,73.8068,128.7335,229.31842,147.0
60.0,73.93332,120.43822,192.45341,146.0
60.0,71.818344,135.79874,181.34074,145.0
60.0,68.27213,116.8538,167.7471,144.0
60.0,58.166245,113.15182,208.99979,143.0
60.0,67.67196,107.198975,174.58287,142.0
60.0,63.99598,105.81664,206.47456,141.0
60.0,70.435265,122.499855,202.32759,140.0
60.0,62.938713,95.35412,153.02635,139.0
60.0,78.426926,90.16687,176.76494,138.0
60.0,69.519966,87.89656,177.46646,137.0
60.0,69.425255,112.531456,168.25377,136.0
60.0,79.83027,97.66176,168.85194,135.0
60.0,71.64005,129.9632,184.47488,134.0
60.0,72.0945,117.442696,187.6508,133.0
60.0,73.8557,115.53498,190.11447,132.0
60.0,84.8353,125.762825,197.46152,131.0
60.0,78.17216,128.65749,203.7483,130.0
60.0,86.86484,129.9324,173.8307,129.0
60.0,82.76963,118.82574,194.36467,128.0
60.0,79.61044,128.10878,184.24942,127.0
60.0,88.79922,131.92023,212.1779,126.0
60.0,76.7508,128.93109,177.14838,125.0
60.0,59.295124,122.63323,160.39153,124.0
60.0,63.446754,115.49442,179.73633,123.0
60.0,75.73897,116.682144,163.71632,122.0
60.0,73.69099,117.954796,151.00464,121.0
60.0,68.82686,109.06393,151.11493,120.0
60.0,60.25058,80.4433,152.1717,119.0
60.0,64.11243,103.113785,165.9464,118.0
60.0,55.80653,109.19592,120.34734,117.0
60.0,56.734478,106.37518,160.72397,116.0
60.0,53.62555,101.56429,135.30457,115.0
60.0,65.75885,91.66662,155.84134,114.0
60.0,72.67864,121.777374,179.64557,113.0
60.0,62.71177,106.362274,177.30244,112.0
60.0,69.403725,122.83421,168.01575,111.0
60.0,74.03007,115.89952,171.99352,110.0
60.0,61.341396,113.22171,152.74706,109.0
60.0,72.9418,112.20839,187.00352,108.0
60.0,50.19122,105.37453,142.15349,107.0
60.0,54.637848,108.523796,166.23108,106.0
60.0,62.793377,99.91173,154.48807,105.0
60.0,66.773224,105.2338,174.84758,104.0
60.0,62.90864,101.38085,155.19656,103.0
60.0,63.168488,107.93091,172.16327,102.0
60.0,64.498474,99.13039,145.82314,101.0
60.0,66.11391,99.00431,150.29689,100.0
61.0,103.96086,115.12216,175.339,149.0
61.0,97.49332,128.73817,199.25845,148.0
61.0,126.9226,128.37263,227.61176,147.0
61.0,94.15788,140.94824,193.55351,146.0
61.0,99.75,139.79202,191.7868,145.0
